221.157,2337
212.225,176
221.152,260
20.158,1
95.240,14
221.158,40
220.191,94
70.175,12
70.174,1
1.14,16
1.15,114151
1.12,48007
1.13,30730
19.247,1
101.35,7
101.34,11
220.195,6
101.33,24
101.32,2052
127.51,34
162.125,7
132.28,5
154.224,1
95.242,9
195.39,15
22.192,48
22.193,70
22.190,24
22.191,40
22.196,36
191.80,2801
22.194,34
22.195,95
22.198,67
22.199,29
173.0,897
22.202,47
22.203,70
22.200,111
22.201,96
22.206,38
22.207,43
22.204,37
22.205,34
22.208,58
22.209,27
66.150,513
3.237,43891
3.236,41336
201.114,3212
69.22,8
3.239,25478
3.238,50356
73.63,4
73.62,5
73.61,14
73.60,26
136.221,7
172.134,12
161.165,1
65.75,1
70.176,3880
31.82,113
217.61,45
217.62,19
70.170,15
115.55,58
17.13,5
147.98,30
178.205,11
68.24,37
137.183,36263
137.182,131474
51.149,1
51.148,6679
220.203,1257
194.50,856
220.201,17
220.206,10
194.56,5
70.40,7
88.208,446
70.48,150
70.49,218
157.54,134
157.50,6
157.53,34820
173.188,48
141.185,4
86.90,9
218.241,5
199.66,9907
107.171,1591
131.155,7470
217.87,18
217.82,40
154.77,7
120.245,12
136.218,1244
60.89,17
80.161,26
60.88,10
225.255,10
83.233,1
67.99,6248
67.98,25841
67.97,50983
67.96,24610
85.35,11
65.173,1
23.78,2
23.70,5
201.29,160
160.250,2244
83.76,1505
6.173,73
178.76,1
137.63,18
137.62,2
4.39,10
137.60,2
141.221,278
66.241,86
22.58,108
22.59,59
22.54,54
22.55,46
22.56,61
22.57,66
22.50,48
22.51,57
22.52,92
22.53,53
17.228,6
17.229,96
208.192,11
208.194,2550
221.120,1789
221.126,25
201.239,5155
133.99,1
174.119,360
174.118,11
174.117,25813
20.136,22
31.255,6
22.197,178
191.83,13
127.99,149
90.245,32
141.64,117
22.17,53
1.145,36681
43.216,2
43.214,1
43.213,5
221.239,1
172.236,23
198.78,2307
43.218,7
22.181,97
22.180,43
22.183,50
22.182,76
22.185,107
22.184,15
22.187,82
22.186,42
22.189,108
22.188,944
22.211,43
22.210,32
22.213,46
22.212,64
22.215,41
22.214,175
22.217,30
22.216,69
22.219,87
117.108,18
73.235,37
149.98,3
73.230,109
60.238,1
145.177,461
123.137,4
146.67,3074
146.66,1737
146.65,1288
146.64,33742
107.188,20413
119.125,9
216.148,72803
198.29,105
65.64,75
67.201,2077
212.101,16
60.142,39
220.144,58
99.8,8
5.224,1
194.61,2
137.196,5
5.228,26667
51.138,1
51.139,375
49.214,11
64.22,2
220.214,445
219.174,10
69.28,140
3.158,7215
105.25,6
35.126,16
157.49,1006
216.221,7183
60.39,5
176.4,2
69.21,46
208.133,1
18.132,44
18.134,133
18.138,1
69.27,42
104.245,4193
199.215,315
199.214,3485
199.212,2260
129.205,292
218.184,2
210.200,2
91.98,52
91.99,31
65.189,11
65.186,3
65.184,923
65.183,39991
65.181,33
160.248,1
23.66,176
66.180,1162
178.49,102
93.161,54
58.82,21
58.83,6
58.81,6
116.166,1
155.178,21
109.248,5
22.29,58
22.28,99
137.161,3
22.21,48
22.20,44
22.23,50
22.22,88
22.25,58
22.24,114
22.27,156
22.26,74
17.231,187
17.230,93
17.234,132984
64.219,115
133.89,37
