14,65,324079
14,67,40642
14,68,167476
14,73,233545
14,74,158258
14,76,399193
14,79,10820
14,81,172396
14,84,48087
14,85,50446
14,87,59928
14,88,806
14,89,1790073
14,90,269797
14,91,79328
14,92,563842
14,96,128581
14,101,162857
14,102,101864
14,103,134942
14,104,27781
14,203,18926
14,204,10787
14,225,773
14,226,104998
14,227,138097
14,230,73620
14,232,50999
14,252,150449
14,255,219485
14,256,173903
14,266,4
14,339,34
14,362,9799
14,366,5
14,371,673
14,372,33685
14,377,1
14,378,20228
14,381,162625
14,383,141
14,384,270764
14,428,3
14,429,6147
14,728,18
14,746,11
14,830,68
14,891,1
14,892,1
14,894,60
14,899,59
14,912,360
14,926,20
14,932,1607
14,952,2917
14,964,7
14,965,40
14,968,7909
14,970,1
14,978,7049
14,980,163
14,982,28
14,1004,3
14,1008,2
14,1073,178
14,1074,66
14,1090,54
14,1092,3
14,1108,53
14,1118,1788
14,1119,17
14,1129,296
14,1138,14
14,1146,378
14,1147,200263
14,1166,2
14,1185,1
14,1186,1132
14,1187,6
14,1188,182
14,1199,42
14,1201,81177
14,1202,6
14,1206,2755
14,1228,1
14,1229,1
14,1232,1
14,1240,2
14,1245,1
14,1246,1
14,1247,1
14,1257,1
14,1263,1
14,1268,4
14,1313,168
14,1315,57
14,1316,29
14,1317,4
14,1320,15
14,1387,537
14,1409,8720
14,1410,333
14,1411,286
14,1412,233
14,1413,299
14,1414,270
14,1415,1758
14,1416,214
14,1417,383
14,1418,303
14,1419,407
14,1420,193
14,1421,234
14,1422,325
14,1423,266
14,1424,244
14,1441,225
14,1442,386
14,1443,372
14,1444,276
14,1445,276
14,1446,214
14,1447,353
14,1448,399
14,1449,283
14,1450,505
14,1451,200
14,1452,163
14,1453,261
14,1454,370
14,1455,189
14,1456,826
14,1457,445
14,1458,361
14,1459,246
14,1460,294
14,1461,280
14,1462,171
14,1463,226
14,1464,164
14,1469,215
14,1470,531
14,1471,267
14,1472,219
14,1489,199
14,1490,22
14,1491,7
14,1492,21
14,1493,8
14,1494,3262
14,1517,42
14,1523,11
14,1529,1509
14,1530,333
14,1531,60
14,1533,348
14,1534,11
14,1863,1
14,1889,2967
14,1890,1541
14,1893,139
14,1894,3955
14,1897,6179
14,1898,410
14,1899,4621
14,1900,1
14,1904,14001
14,1985,148
14,2005,108
14,2017,14
14,2021,77
14,2027,6
14,2044,1
14,2048,53
14,2261,49
14,2270,7
14,2301,1187614
14,2304,188
14,2305,80
14,2331,83
14,2498,1054
14,2501,41
14,2502,114818
14,2506,17
14,2509,4596
14,2510,38
14,2524,1
14,2527,16
14,2538,142
14,2547,8
14,2548,3141
14,2551,9118
14,2754,2
14,2755,244888
14,2758,63525
14,2760,5
14,2761,17
14,2762,8922
14,2763,517438
14,2767,51
14,2768,16
14,2789,186270
14,2790,83548
14,2791,55
14,2801,143
14,2802,9
14,2803,18
14,2804,246988
14,2805,34
14,2806,9
14,2807,28
14,2808,58
14,2809,54783
14,2812,243804
14,2813,1
14,2815,9263
14,2816,449485
14,3019,27
14,3041,504
14,3042,50
14,3043,30
14,3044,642
14,3093,202
14,3160,231
14,3161,103
14,3190,1
14,3196,13
14,3226,2
14,3250,2
14,3252,2287
14,3254,77
